Agency;Distribution;Industry;LOB;Master Agency;Office;Pol Eff Yrmo;Pol Proc Yrmo;POL_EFF_Yr;Policy ID;Risk State;Snapshot Date;F23;Issues;New Issued Premium;Number of Records;Quotes;Rateable Manual Premium;Rateable Manual Schedule Premium
L2;Agency Plant;Restaurants;WC;Master Agent L;NE;1.06.2019;1.06.2019;2019;39263290;WY;12/31/2019;;0;;1;1;1512;1587,6
S1;Agency Plant;Restaurants;WC;Master Agent S;NE;1.06.2019;1.06.2019;2019;75753999;TX;12/31/2019;;0;;1;1;8094;7122,72
N2;Agency Plant;Restaurants;WC;Master Agent N;NE;1.11.2019;1.06.2019;2019;73271054;PA;12/31/2019;;0;;1;1;10245;10962,15
I4;Agency Plant;Restaurants;WC;Master Agent I;NE;1.12.2019;1.06.2019;2019;37034303;CA;12/31/2019;;0;;1;1;1311;1048,8
J4;Agency Plant;Restaurants;WC;Master Agent J;NE;1.12.2019;1.06.2019;2019;8983587;TN;12/31/2019;;0;;1;1;7251;6598,41
X5;Agency Plant;Restaurants;WC;Master Agent X;NE;1.02.2019;1.07.2019;2019;22122535;VA;12/31/2019;;0;;1;1;6225;6598,5
H1;Agency Plant;Restaurants;WC;Master Agent H;NE;1.06.2019;1.07.2019;2019;6216347;SC;12/31/2019;;0;;1;1;8819;8289,86
A8;Agency Plant;Restaurants;WC;Master Agent A;NE;1.12.2019;1.07.2019;2019;46564304;IL;12/31/2019;;0;;1;1;5532;4149
A1;Agency Plant;Restaurants;WC;Master Agent A;NE;1.12.2019;1.07.2019;2019;81662849;OR;12/31/2019;;0;;1;1;5984;6343,04
U6;Agency Plant;Restaurants;WC;Master Agent U;NE;1.12.2019;1.08.2019;2019;7737355;MT;12/31/2019;;0;;1;1;13331;14130,86
Z2;Agency Plant;Restaurants;WC;Master Agent Z;NE;1.12.2019;1.08.2019;2019;104334502;VA;12/31/2019;;0;;1;1;10687;9832,04
S6;Agency Plant;Restaurants;WC;Master Agent S;NE;1.01.2019;1.09.2019;2019;63292273;CT;12/31/2019;;0;;1;1;5149;5097,51
J5;Agency Plant;Restaurants;WC;Master Agent J;NE;1.05.2019;1.09.2019;2019;64291273;TX;12/31/2019;;0;;1;1;9448;7652,88
K4;Agency Plant;Restaurants;WC;Master Agent K;NE;1.05.2019;1.09.2019;2019;119721888;TX;12/31/2019;;0;;1;1;12340;13327,2
A7;Agency Plant;Restaurants;WC;Master Agent A;NE;1.07.2019;1.09.2019;2019;10280787;UT;12/31/2019;;0;;1;1;1248;1223,04
Q5;Agency Plant;Restaurants;WC;Master Agent Q;NE;1.08.2019;1.09.2019;2019;89752588;OK;12/31/2019;;0;;1;1;5365;4935,8
D3;Agency Plant;Restaurants;WC;Master Agent D;NE;1.09.2019;1.09.2019;2019;47602236;MN;12/31/2019;;0;;1;1;6406;6534,12
Z6;Agency Plant;Restaurants;WC;Master Agent Z;NE;1.11.2019;1.09.2019;2019;112311940;TN;12/31/2019;;0;;1;1;14566;13400,72
E6;Agency Plant;Restaurants;WC;Master Agent E;NE;1.01.2019;1.10.2019;2019;84533579;TN;12/31/2019;;0;;1;1;14542;12942,38
J6;Agency Plant;Restaurants;WC;Master Agent J;NE;1.01.2019;1.10.2019;2019;61533405;DC;12/31/2019;;0;;1;1;1034;1075,36
I8;Agency Plant;Restaurants;WC;Master Agent I;NE;1.05.2019;1.10.2019;2019;69062240;NC;12/31/2019;;0;;1;1;12110;13321
P1;Agency Plant;Restaurants;WC;Master Agent P;NE;1.10.2019;1.10.2019;2019;17134197;CA;12/31/2019;;0;;1;1;4369;4762,21
O4;Agency Plant;Restaurants;WC;Master Agent O;NE;1.12.2019;1.10.2019;2019;10014173;MI;12/31/2019;;0;;1;1;16970;12897,2
A8;Agency Plant;Restaurants;WC;Master Agent A;NE;1.08.2019;1.11.2019;2019;11975158;SC;12/31/2019;;0;;1;1;2119;1822,34
Y3;Agency Plant;Restaurants;WC;Master Agent Y;NE;1.10.2019;1.11.2019;2019;51792869;TX;12/31/2019;;0;;1;1;11166;11277,66
X8;Agency Plant;Restaurants;WC;Master Agent X;NE;1.12.2019;1.11.2019;2019;66664310;VT;12/31/2019;;0;;1;1;10288;9156,32
X6;Agency Plant;Restaurants;WC;Master Agent X;NE;1.01.2019;1.12.2019;2019;98331959;OR;12/31/2019;;0;;1;1;3806;3425,4
Q1;Agency Plant;Restaurants;WC;Master Agent Q;NE;1.05.2019;1.12.2019;2019;23963804;MA;12/31/2019;;0;;1;1;2092;2008,32
B7;Agency Plant;Restaurants;WC;Master Agent B;NE;1.11.2019;1.12.2019;2019;5662744;VA;12/31/2019;;0;;1;1;12262;12016,76
X4;Agency Plant;Retail Trade;WC;Master Agent X;NE;1.03.2019;1.01.2019;2019;7040515;TX;12/31/2019;;0;;1;1;1432;1231,52
S2;Agency Plant;Retail Trade;WC;Master Agent S;NE;1.04.2019;1.01.2019;2019;22812296;GA;12/31/2019;;0;;1;1;4598;4965,84
Z7;Agency Plant;Retail Trade;WC;Master Agent Z;NE;1.07.2019;1.01.2019;2019;70243259;CA;12/31/2019;;0;;1;1;6743;6608,14
R2;Agency Plant;Retail Trade;WC;Master Agent R;NE;1.10.2019;1.01.2019;2019;83724367;FL;12/31/2019;;0;;1;1;2607;2528,79
Z5;Agency Plant;Retail Trade;WC;Master Agent Z;NE;1.10.2019;1.01.2019;2019;23003202;MI;12/31/2019;;0;;1;1;4773;4916,19
E8;Agency Plant;Retail Trade;WC;Master Agent E;NE;1.07.2019;1.02.2019;2019;103003440;WV;12/31/2019;;0;;1;1;7548;6491,28
S6;Agency Plant;Retail Trade;WC;Master Agent S;NE;1.01.2019;1.03.2019;2019;63683362;CA;12/31/2019;;0;;1;1;3978;4057,56
R8;Agency Plant;Retail Trade;WC;Master Agent R;NE;1.02.2019;1.03.2019;2019;48783161;IL;12/31/2019;;0;;1;1;6453;4968,81
N4;Agency Plant;Retail Trade;WC;Master Agent N;NE;1.03.2019;1.03.2019;2019;34101135;MT;12/31/2019;;0;;1;1;1246;996,8
V6;Agency Plant;Retail Trade;WC;Master Agent V;NE;1.05.2019;1.03.2019;2019;35711083;OR;12/31/2019;;0;;1;1;6199;5889,05
H7;Agency Plant;Retail Trade;WC;Master Agent H;NE;1.05.2019;1.06.2019;2019;3501174;MS;12/31/2019;;0;;1;1;1813;1649,83
X3;Agency Plant;Retail Trade;WC;Master Agent X;NE;1.05.2019;1.06.2019;2019;88362304;WA;12/31/2019;;0;;1;1;7065;6358,5
Z8;Agency Plant;Retail Trade;WC;Master Agent Z;NE;1.10.2019;1.06.2019;2019;9010348;TX;12/31/2019;;0;;1;1;3850;3696
L3;Agency Plant;Retail Trade;WC;Master Agent L;NE;1.05.2019;1.07.2019;2019;86711565;WA;12/31/2019;;0;;1;1;2187;2165,13
S1;Agency Plant;Retail Trade;WC;Master Agent S;NE;1.05.2019;1.07.2019;2019;11901785;KY;12/31/2019;;0;;1;1;970;873
R7;Agency Plant;Retail Trade;WC;Master Agent R;NE;1.06.2019;1.07.2019;2019;5157721;NE;12/31/2019;;0;;1;1;6829;5190,04
Z5;Agency Plant;Retail Trade;WC;Master Agent Z;NE;1.06.2019;1.08.2019;2019;5652550;NC;12/31/2019;;0;;1;1;2936;2260,72
U4;Agency Plant;Retail Trade;WC;Master Agent U;NE;1.10.2019;1.09.2019;2019;52264003;SC;12/31/2019;;0;;1;1;3885;3263,4
I2;Agency Plant;Retail Trade;WC;Master Agent I;NE;1.11.2019;1.09.2019;2019;43564163;CA;12/31/2019;;0;;1;1;2329;2165,97
X4;Agency Plant;Retail Trade;WC;Master Agent X;NE;1.01.2019;1.10.2019;2019;39283313;WA;12/31/2019;;0;;1;1;5699;5414,05
Y6;Agency Plant;Retail Trade;WC;Master Agent Y;NE;1.01.2019;1.10.2019;2019;51072354;WY;12/31/2019;;0;;1;1;1390;1112
Y5;Agency Plant;Retail Trade;WC;Master Agent Y;NE;1.12.2019;1.10.2019;2019;98321129;WA;12/31/2019;;0;;1;1;7739;6268,59
J8;Agency Plant;Retail Trade;WC;Master Agent J;NE;1.04.2019;1.11.2019;2019;120092885;MI;12/31/2019;;0;;1;1;6170;5984,9
I7;Agency Plant;Retail Trade;WC;Master Agent I;NE;1.08.2019;1.11.2019;2019;82023685;NJ;12/31/2019;;0;;1;1;1721;1548,9
N8;Agency Plant;Retail Trade;WC;Master Agent N;NE;1.02.2019;1.12.2019;2019;27482779;MI;12/31/2019;;0;;1;1;3034;3003,66
B3;Agency Plant;Retail Trade;WC;Master Agent B;NE;1.12.2019;1.12.2019;2019;109825;NC;12/31/2019;;0;;1;1;1401;1176,84
U7;Agency Plant;Retail Trade;WC;Master Agent U;NE;1.12.2019;1.12.2019;2019;110453806;IA;12/31/2019;;0;;1;1;1493;1403,42
C6;Agency Plant;Technology;WC;Master Agent C;NE;1.01.2019;1.01.2019;2019;101083200;NC;12/31/2019;;0;;1;1;682;525,14
U6;Agency Plant;Technology;WC;Master Agent U;NE;1.05.2019;1.01.2019;2019;122373905;IL;12/31/2019;;0;;1;1;3254;3449,24
A2;Agency Plant;Technology;WC;Master Agent A;NE;1.07.2019;1.01.2019;2019;6428343;NY;12/31/2019;;0;;1;1;2146;2296,22
F7;Agency Plant;Technology;WC;Master Agent F;NE;1.08.2019;1.01.2019;2019;29504138;VA;12/31/2019;;0;;1;1;2858;2515,04
L2;Agency Plant;Technology;WC;Master Agent L;NE;1.02.2019;1.03.2019;2019;412439;FL;12/31/2019;;0;;1;1;3471;3609,84
X6;Agency Plant;Technology;WC;Master Agent X;NE;1.10.2019;1.04.2019;2019;29981231;FL;12/31/2019;;0;;1;1;1263;959,88
Y2;Agency Plant;Technology;WC;Master Agent Y;NE;1.10.2019;1.04.2019;2019;57371466;NY;12/31/2019;;0;;1;1;3860;2933,6
Y8;Agency Plant;Technology;WC;Master Agent Y;NE;1.05.2019;1.05.2019;2019;80614199;WA;12/31/2019;;0;;1;1;2991;3020,91
Q8;Agency Plant;Technology;WC;Master Agent Q;NE;1.03.2019;1.06.2019;2019;86023360;FL;12/31/2019;;0;;1;1;2980;3009,8
S1;Agency Plant;Technology;WC;Master Agent S;NE;1.03.2019;1.06.2019;2019;10389787;FL;12/31/2019;;0;;1;1;4847;5137,82
R6;Agency Plant;Technology;WC;Master Agent R;NE;1.06.2019;1.06.2019;2019;35681300;KY;12/31/2019;;0;;1;1;4924;4776,28
I5;Agency Plant;Technology;WC;Master Agent I;NE;1.11.2019;1.07.2019;2019;106913603;TX;12/31/2019;;0;;1;1;565;452
R6;Agency Plant;Technology;WC;Master Agent R;NE;1.08.2019;1.08.2019;2019;84873772;SC;12/31/2019;;0;;1;1;3835;3183,05
B5;Agency Plant;Technology;WC;Master Agent B;NE;1.10.2019;1.08.2019;2019;97034439;PA;12/31/2019;;0;;1;1;4708;5178,8
J2;Agency Plant;Technology;WC;Master Agent J;NE;1.12.2019;1.08.2019;2019;57193632;MD;12/31/2019;;0;;1;1;2590;2149,7
M4;Agency Plant;Technology;WC;Master Agent M;NE;1.12.2019;1.08.2019;2019;714147;NC;12/31/2019;;0;;1;1;4181;4473,67
T3;Agency Plant;Technology;WC;Master Agent T;NE;1.12.2019;1.08.2019;2019;10609358;VA;12/31/2019;;0;;1;1;1001;820,82
U8;Agency Plant;Technology;WC;Master Agent U;NE;1.12.2019;1.08.2019;2019;17623776;CA;12/31/2019;;0;;1;1;1462;1125,74
Y6;Agency Plant;Technology;WC;Master Agent Y;NE;1.01.2019;1.09.2019;2019;100421587;CT;12/31/2019;;0;;1;1;1788;1609,2
M7;Agency Plant;Technology;WC;Master Agent M;NE;1.06.2019;1.09.2019;2019;72824231;TX;12/31/2019;;0;;1;1;3006;2945,88
M4;Agency Plant;Technology;WC;Master Agent M;NE;1.02.2019;1.10.2019;2019;4271360;PA;12/31/2019;;0;;1;1;676;669,24
X5;Agency Plant;Technology;WC;Master Agent X;NE;1.03.2019;1.10.2019;2019;88162158;NY;12/31/2019;;0;;1;1;4535;4943,15
N7;Agency Plant;Technology;WC;Master Agent N;NE;1.05.2019;1.10.2019;2019;118434115;SC;12/31/2019;;0;;1;1;2663;2157,03
O3;Agency Plant;Technology;WC;Master Agent O;NE;1.08.2019;1.10.2019;2019;78242729;NV;12/31/2019;;0;;1;1;823;674,86
T3;Agency Plant;Technology;WC;Master Agent T;NE;1.09.2019;1.10.2019;2019;58032728;CT;12/31/2019;;0;;1;1;1297;1232,15
F7;Agency Plant;Technology;WC;Master Agent F;NE;1.12.2019;1.10.2019;2019;31583697;MI;12/31/2019;;0;;1;1;4359;3748,74
B8;Agency Plant;Technology;WC;Master Agent B;NE;1.12.2019;1.11.2019;2019;2032031;DC;12/31/2019;;0;;1;1;2480;1984
O1;Agency Plant;Technology;WC;Master Agent O;NE;1.01.2019;1.12.2019;2019;3714584;CT;12/31/2019;;0;;1;1;908;853,52
Z4;Agency Plant;Technology;WC;Master Agent Z;NE;1.02.2019;1.12.2019;2019;84531685;CT;12/31/2019;;0;;1;1;1827;1644,3
J2;Agency Plant;Technology;WC;Master Agent J;NE;1.08.2019;1.12.2019;2019;2852663;TX;12/31/2019;;0;;1;1;2156;2048,2
B8;Agency Plant;Technology;WC;Master Agent B;NE;1.09.2019;1.12.2019;2019;118731001;CA;12/31/2019;;0;;1;1;3770;3770
X3;Agency Plant;Technology;WC;Master Agent X;NE;1.12.2019;1.12.2019;2019;10642914;NJ;12/31/2019;;0;;1;1;4916;5014,32
N2;Agency Plant;Transportation;WC;Master Agent N;NE;1.11.2019;1.01.2019;2019;109552215;DC;12/31/2019;;0;;1;1;4049;3563,12
N4;Agency Plant;Transportation;WC;Master Agent N;NE;1.12.2019;1.03.2019;2019;47964483;NM;12/31/2019;;0;;1;1;4621;4713,42
X4;Agency Plant;Transportation;WC;Master Agent X;NE;1.10.2019;1.09.2019;2019;77682108;FL;12/31/2019;;0;;1;1;4576;4942,08
F1;Agency Plant;Transportation;WC;Master Agent F;NE;1.12.2019;1.09.2019;2019;114454228;NJ;12/31/2019;;0;;1;1;3948;3000,48
F4;Agency Plant;Transportation;WC;Master Agent F;NE;1.12.2019;1.10.2019;2019;43092521;NC;12/31/2019;;0;;1;1;4539;4720,56
K8;Agency Plant;Transportation;WC;Master Agent K;NE;1.11.2019;1.11.2019;2019;20181928;TX;12/31/2019;;0;;1;1;3760;3045,6
G1;Agency Plant;Transportation;WC;Master Agent G;NE;1.05.2019;1.12.2019;2019;78751829;OR;12/31/2019;;0;;1;1;4099;3197,22
S7;Agency Plant;Wholesale Trade;WC;Master Agent S;NE;1.11.2019;1.01.2019;2019;3558321;VT;12/31/2019;;0;;1;1;7543;6109,83
V6;Agency Plant;Wholesale Trade;WC;Master Agent V;NE;1.04.2019;1.02.2019;2019;73821163;NC;12/31/2019;;0;;1;1;2060;2224,8
X6;Agency Plant;Wholesale Trade;WC;Master Agent X;NE;1.11.2019;1.03.2019;2019;110473591;CA;12/31/2019;;0;;1;1;9038;9309,14
X5;Agency Plant;Wholesale Trade;WC;Master Agent X;NE;1.09.2019;1.04.2019;2019;98924465;NY;12/31/2019;;0;;1;1;6236;4988,8
F2;Agency Plant;Wholesale Trade;WC;Master Agent F;NE;1.05.2019;1.05.2019;2019;19301078;IA;12/31/2019;;0;;1;1;3188;3443,04
R1;Agency Plant;Wholesale Trade;WC;Master Agent R;NE;1.06.2019;1.05.2019;2019;101303965;MI;12/31/2019;;0;;1;1;4951;5000,51
U6;Agency Plant;Wholesale Trade;WC;Master Agent U;NE;1.05.2019;1.07.2019;2019;86223693;SC;12/31/2019;;0;;1;1;6248;5498,24
P3;Agency Plant;Wholesale Trade;WC;Master Agent P;NE;1.06.2019;1.07.2019;2019;66661359;RI;12/31/2019;;0;;1;1;4389;4345,11
F6;Agency Plant;Wholesale Trade;WC;Master Agent F;NE;1.08.2019;1.07.2019;2019;7704930;VA;12/31/2019;;0;;1;1;1785;1660,05
N3;Agency Plant;Wholesale Trade;WC;Master Agent N;NE;1.11.2019;1.07.2019;2019;87282409;MD;12/31/2019;;0;;1;1;2921;3125,47
C2;Agency Plant;Wholesale Trade;WC;Master Agent C;NE;1.12.2019;1.07.2019;2019;119864155;GA;12/31/2019;;0;;1;1;8771;8507,87
O5;Agency Plant;Wholesale Trade;WC;Master Agent O;NE;1.09.2019;1.08.2019;2019;29962709;MD;12/31/2019;;0;;1;1;3816;3319,92
R6;Agency Plant;Wholesale Trade;WC;Master Agent R;NE;1.10.2019;1.08.2019;2019;50413168;SD;12/31/2019;;0;;1;1;2409;2529,45
Q4;Agency Plant;Wholesale Trade;WC;Master Agent Q;NE;1.08.2019;1.09.2019;2019;2224442;NC;12/31/2019;;0;;1;1;8382;8046,72
O3;Agency Plant;Wholesale Trade;WC;Master Agent O;NE;1.02.2019;1.10.2019;2019;2188132;SC;12/31/2019;;0;;1;1;5475;5748,75
X6;Agency Plant;Wholesale Trade;WC;Master Agent X;NE;1.09.2019;1.10.2019;2019;118674047;MS;12/31/2019;;0;;1;1;4791;4551,45
S2;Agency Plant;Wholesale Trade;WC;Master Agent S;NE;1.09.2019;1.12.2019;2019;1387303;CO;12/31/2019;;0;;1;1;4735;4877,05
K7;Agency Plant;Agriculture;WC;Master Agent K;SE;1.07.2019;1.01.2019;2019;40151170;WA;12/31/2019;;0;;1;1;7515;6012
X4;Agency Plant;Agriculture;WC;Master Agent X;SE;1.07.2019;1.01.2019;2019;16022927;OR;12/31/2019;;0;;1;1;10592;9956,48
O1;Agency Plant;Agriculture;WC;Master Agent O;SE;1.12.2019;1.01.2019;2019;6916509;SC;12/31/2019;;0;;1;1;5668;4534,4
N6;Agency Plant;Agriculture;WC;Master Agent N;SE;1.10.2019;1.03.2019;2019;106974140;CA;12/31/2019;;0;;1;1;9528;8861,04
R6;Agency Plant;Agriculture;WC;Master Agent R;SE;1.10.2019;1.03.2019;2019;3448633;NM;12/31/2019;;0;;1;1;11102;10546,9
G1;Agency Plant;Agriculture;WC;Master Agent G;SE;1.03.2019;1.05.2019;2019;2707763;TN;12/31/2019;;0;;1;1;5313;4144,14
P3;Agency Plant;Agriculture;WC;Master Agent P;SE;1.08.2019;1.06.2019;2019;33692428;LA;12/31/2019;;0;;1;1;12330;11097
B5;Agency Plant;Agriculture;WC;Master Agent B;SE;1.12.2019;1.06.2019;2019;5783009;ME;12/31/2019;;0;;1;1;8373;7451,97
J4;Agency Plant;Agriculture;WC;Master Agent J;SE;1.06.2019;1.09.2019;2019;112801085;TX;12/31/2019;;0;;1;1;7881;7802,19
B3;Agency Plant;Agriculture;WC;Master Agent B;SE;1.08.2019;1.09.2019;2019;7750922;PA;12/31/2019;;0;;1;1;5989;5449,99
V5;Agency Plant;Agriculture;WC;Master Agent V;SE;1.09.2019;1.09.2019;2019;2073605;TN;12/31/2019;;0;;1;1;6108;5130,72
K8;Agency Plant;Agriculture;WC;Master Agent K;SE;1.06.2019;1.10.2019;2019;82904537;MD;12/31/2019;;0;;1;1;5072;4108,32
O3;Agency Plant;Agriculture;WC;Master Agent O;SE;1.10.2019;1.10.2019;2019;923812;NJ;12/31/2019;;0;;1;1;9587;7669,6
U5;Agency Plant;Agriculture;WC;Master Agent U;SE;1.05.2019;1.12.2019;2019;37761290;WV;12/31/2019;;0;;1;1;11123;10233,16
O7;Agency Plant;Construction;WC;Master Agent O;SE;1.12.2019;1.01.2019;2019;106494046;NC;12/31/2019;;0;;1;1;11543;11196,71
K3;Agency Plant;Construction;WC;Master Agent K;SE;1.05.2019;1.02.2019;2019;9291989;TX;12/31/2019;;0;;1;1;8681;8333,76
L4;Agency Plant;Construction;WC;Master Agent L;SE;1.06.2019;1.02.2019;2019;33692357;MT;12/31/2019;;0;;1;1;15782;11994,32
X8;Agency Plant;Construction;WC;Master Agent X;SE;1.04.2019;1.03.2019;2019;15183754;VA;12/31/2019;;0;;1;1;9351;8041,86
I4;Agency Plant;Construction;WC;Master Agent I;SE;1.11.2019;1.05.2019;2019;57003724;GA;12/31/2019;;0;;1;1;9822;8250,48
G8;Agency Plant;Construction;WC;Master Agent G;SE;1.02.2019;1.06.2019;2019;17041417;CA;12/31/2019;;0;;1;1;9399;10150,92
Y3;Agency Plant;Construction;WC;Master Agent Y;SE;1.08.2019;1.06.2019;2019;24171244;NJ;12/31/2019;;0;;1;1;15272;16493,76
P7;Agency Plant;Construction;WC;Master Agent P;SE;1.12.2019;1.06.2019;2019;9263603;TX;12/31/2019;;0;;1;1;11275;10373
K2;Agency Plant;Construction;WC;Master Agent K;SE;1.02.2019;1.08.2019;2019;1084676;MI;12/31/2019;;0;;1;1;8167;6860,28
V3;Agency Plant;Construction;WC;Master Agent V;SE;1.08.2019;1.08.2019;2019;103733550;SC;12/31/2019;;0;;1;1;15110;12390,2
S8;Agency Plant;Construction;WC;Master Agent S;SE;1.10.2019;1.09.2019;2019;105963959;PA;12/31/2019;;0;;1;1;7024;5689,44
V1;Agency Plant;Construction;WC;Master Agent V;SE;1.11.2019;1.09.2019;2019;105801609;TN;12/31/2019;;0;;1;1;15478;13620,64
H3;Agency Plant;Construction;WC;Master Agent H;SE;1.03.2019;1.10.2019;2019;7188386;MS;12/31/2019;;0;;1;1;15851;15533,98
P2;Agency Plant;Construction;WC;Master Agent P;SE;1.07.2019;1.10.2019;2019;79083314;TX;12/31/2019;;0;;1;1;13391;11382,35
R7;Agency Plant;Construction;WC;Master Agent R;SE;1.12.2019;1.10.2019;2019;6400435;WA;12/31/2019;;0;;1;1;5313;4197,27
B2;Agency Plant;Construction;WC;Master Agent B;SE;1.06.2019;1.11.2019;2019;75923450;CT;12/31/2019;;0;;1;1;15862;16337,86
C6;Agency Plant;Construction;WC;Master Agent C;SE;1.10.2019;1.11.2019;2019;16651677;CT;12/31/2019;;0;;1;1;10332;10332
S8;Agency Plant;Consulting;WC;Master Agent S;SE;1.02.2019;1.01.2019;2019;121443164;MI;12/31/2019;;0;;1;1;4546;4273,24
F7;Agency Plant;Consulting;WC;Master Agent F;SE;1.10.2019;1.01.2019;2019;107172347;WY;12/31/2019;;0;;1;1;4816;3660,16
X6;Agency Plant;Consulting;WC;Master Agent X;SE;1.11.2019;1.01.2019;2019;7431721;NY;12/31/2019;;0;;1;1;3713;3713
N4;Agency Plant;Consulting;WC;Master Agent N;SE;1.12.2019;1.01.2019;2019;12232207;NY;12/31/2019;;0;;1;1;5361;4288,8
S4;Agency Plant;Consulting;WC;Master Agent S;SE;1.08.2019;1.02.2019;2019;12113097;MD;12/31/2019;;0;;1;1;1400;1400
O2;Agency Plant;Consulting;WC;Master Agent O;SE;1.10.2019;1.02.2019;2019;8984425;SC;12/31/2019;;0;;1;1;5978;5021,52
R5;Agency Plant;Consulting;WC;Master Agent R;SE;1.05.2019;1.04.2019;2019;12141303;TX;12/31/2019;;0;;1;1;3894;3270,96
X8;Agency Plant;Consulting;WC;Master Agent X;SE;1.08.2019;1.04.2019;2019;3226481;VA;12/31/2019;;0;;1;1;2352;1834,56
N4;Agency Plant;Consulting;WC;Master Agent N;SE;1.10.2019;1.04.2019;2019;43273412;AL;12/31/2019;;0;;1;1;969;988,38
Q8;Agency Plant;Consulting;WC;Master Agent Q;SE;1.07.2019;1.05.2019;2019;10753636;AL;12/31/2019;;0;;1;1;4532;4667,96
N8;Agency Plant;Consulting;WC;Master Agent N;SE;1.12.2019;1.06.2019;2019;122104214;MO;12/31/2019;;0;;1;1;3687;3981,96
D4;Agency Plant;Consulting;WC;Master Agent D;SE;1.06.2019;1.08.2019;2019;12204324;RI;12/31/2019;;0;;1;1;5724;5437,8
M7;Agency Plant;Consulting;WC;Master Agent M;SE;1.12.2019;1.09.2019;2019;64242168;AL;12/31/2019;;0;;1;1;3134;2914,62
A6;Agency Plant;Consulting;WC;Master Agent A;SE;1.02.2019;1.10.2019;2019;52232648;CA;12/31/2019;;0;;1;1;4021;3096,17
A8;Agency Plant;Consulting;WC;Master Agent A;SE;1.04.2019;1.10.2019;2019;4323539;IL;12/31/2019;;0;;1;1;974;857,12
I3;Agency Plant;Consulting;WC;Master Agent I;SE;1.05.2019;1.10.2019;2019;234875;NY;12/31/2019;;0;;1;1;4810;4713,8
X1;Agency Plant;Consulting;WC;Master Agent X;SE;1.05.2019;1.10.2019;2019;4367688;VA;12/31/2019;;0;;1;1;1904;1961,12
R3;Agency Plant;Consulting;WC;Master Agent R;SE;1.06.2019;1.10.2019;2019;108602639;MI;12/31/2019;;0;;1;1;4541;4086,9
R1;Agency Plant;Consulting;WC;Master Agent R;SE;1.08.2019;1.10.2019;2019;32604544;AL;12/31/2019;;0;;1;1;4192;4443,52
S8;Agency Plant;Consulting;WC;Master Agent S;SE;1.08.2019;1.10.2019;2019;121522504;VT;12/31/2019;;0;;1;1;3134;2538,54
R7;Agency Plant;Consulting;WC;Master Agent R;SE;1.10.2019;1.10.2019;2019;82731471;TN;12/31/2019;;0;;1;1;3877;3062,83
O4;Agency Plant;Consulting;WC;Master Agent O;SE;1.11.2019;1.10.2019;2019;63063318;NH;12/31/2019;;0;;1;1;4015;3372,6
U8;Agency Plant;Consulting;WC;Master Agent U;SE;1.03.2019;1.12.2019;2019;80804035;AL;12/31/2019;;0;;1;1;1840;1821,6
U1;Agency Plant;Consulting;WC;Master Agent U;SE;1.07.2019;1.12.2019;2019;114533294;MI;12/31/2019;;0;;1;1;5370;4886,7
Z3;Agency Plant;Consulting;WC;Master Agent Z;SE;1.08.2019;1.12.2019;2019;1783395;AL;12/31/2019;;0;;1;1;1817;1835,17
C2;Agency Plant;Consulting;WC;Master Agent C;SE;1.09.2019;1.12.2019;2019;363865;CA;12/31/2019;;0;;1;1;1819;1819
O8;Agency Plant;Finance & Insurance;WC;Master Agent O;SE;1.06.2019;1.01.2019;2019;91353695;CT;12/31/2019;;0;;1;1;3040;2492,8
F7;Agency Plant;Finance & Insurance;WC;Master Agent F;SE;1.12.2019;1.01.2019;2019;40334325;CT;12/31/2019;;0;;1;1;4343;4169,28
P1;Agency Plant;Finance & Insurance;WC;Master Agent P;SE;1.12.2019;1.02.2019;2019;535711;MI;12/31/2019;;0;;1;1;2344;1875,2
S1;Agency Plant;Finance & Insurance;WC;Master Agent S;SE;1.01.2019;1.03.2019;2019;75034221;CA;12/31/2019;;0;;1;1;1301;1027,79
X8;Agency Plant;Finance & Insurance;WC;Master Agent X;SE;1.03.2019;1.03.2019;2019;10511193;CA;12/31/2019;;0;;1;1;1157;1249,56
G2;Agency Plant;Finance & Insurance;WC;Master Agent G;SE;1.11.2019;1.03.2019;2019;25121045;NJ;12/31/2019;;0;;1;1;4342;4168,32
L2;Agency Plant;Finance & Insurance;WC;Master Agent L;SE;1.02.2019;1.05.2019;2019;8383572;AZ;12/31/2019;;0;;1;1;3670;3816,8
U8;Agency Plant;Finance & Insurance;WC;Master Agent U;SE;1.02.2019;1.05.2019;2019;58663;NY;12/31/2019;;0;;1;1;4847;4313,83
L1;Agency Plant;Finance & Insurance;WC;Master Agent L;SE;1.08.2019;1.05.2019;2019;14451407;SC;12/31/2019;;0;;1;1;3663;3626,37
Z3;Agency Plant;Finance & Insurance;WC;Master Agent Z;SE;1.10.2019;1.05.2019;2019;106912485;VA;12/31/2019;;0;;1;1;5090;4173,8
U3;Agency Plant;Finance & Insurance;WC;Master Agent U;SE;1.03.2019;1.06.2019;2019;4992196;NJ;12/31/2019;;0;;1;1;4734;4686,66
Z4;Agency Plant;Finance & Insurance;WC;Master Agent Z;SE;1.05.2019;1.06.2019;2019;24351748;CA;12/31/2019;;0;;1;1;4678;3976,3
C3;Agency Plant;Finance & Insurance;WC;Master Agent C;SE;1.12.2019;1.06.2019;2019;38901269;CA;12/31/2019;;0;;1;1;4497;4856,76
